Date,Close_ZW=F,High_ZW=F,Low_ZW=F,Open_ZW=F,Volume_ZW=F,Return,Vol_5,MA_5,DATE,GPRD,GPRD_THREAT,EVENT
2006-06-28,372.0,378.0,375.0,375.0,72,,,369.5,2006-06-28,94.64,91.39,
2006-06-29,374.0,371.0,367.75,370.75,299,,,371.2,2006-06-29,98.39,63.64,
2006-06-30,371.5,380.0,375.0,376.0,43,,,372.85,2006-06-30,133.72,136.46,
2006-07-03,384.25,378.0,371.25,371.5,10,,,376.0,2006-07-03,82.81,41.32,
2006-07-05,386.5,386.25,382.5,385.25,1,,,377.65,2006-07-05,114.97,131.45,
2006-07-06,390.0,390.0,390.0,390.0,5,,,381.25,2006-07-06,172.96,248.64,
2006-07-07,381.5,391.0,390.0,390.0,22,,,382.75,2006-07-07,151.52,163.05,
2006-07-10,382.5,384.5,381.5,384.5,1,,,384.95,2006-07-10,161.29,171.94,
2006-07-11,398.0,388.0,388.0,388.0,24,,,387.7,2006-07-11,149.44,147.93,
2006-07-12,390.0,400.0,400.0,400.0,4,,,388.4,2006-07-12,154.59,157.4,
2006-07-13,376.0,391.0,390.0,391.0,4,,,385.6,2006-07-13,180.89,164.52,
2006-07-14,366.0,366.0,366.0,366.0,975,,,382.5,2006-07-14,171.88,228.68,
2006-07-17,393.0,401.0,395.75,397.0,613,,,384.6,2006-07-17,224.1,257.49,
2006-07-18,398.0,395.75,393.25,395.0,995,,,384.6,2006-07-18,206.6,145.59,
2006-07-19,393.0,398.0,392.25,397.0,666,,,385.2,2006-07-19,179.24,143.52,
2006-07-20,406.5,394.75,390.75,391.5,1108,,,391.3,2006-07-20,130.3,101.13,
2006-07-21,407.25,408.75,404.0,405.25,1165,,,399.55,2006-07-21,142.37,126.28,
2006-07-24,400.5,405.75,400.0,405.75,875,,,401.05,2006-07-24,150.57,148.89,
2006-07-25,393.25,404.25,401.25,402.5,622,,,400.1,2006-07-25,141.11,99.74,
2006-07-26,382.0,396.0,393.25,395.0,2403,,,397.9,2006-07-26,165.11,154.46,
2006-07-27,387.75,385.0,382.5,383.5,767,,,394.15,2006-07-27,115.32,100.69,
2006-07-28,388.5,389.75,387.0,387.75,2333,,,390.4,2006-07-28,180.03,164.67,
2006-07-31,397.5,394.5,388.75,389.5,3686,,,389.8,2006-07-31,150.19,152.64,
2006-08-01,392.5,397.5,391.75,396.75,4529,,,389.65,2006-08-01,151.56,144.03,
2006-08-02,401.5,403.25,393.0,393.0,4650,,,393.55,2006-08-02,150.25,110.41,
2006-08-03,395.25,405.5,394.5,401.5,1709,,,395.05,2006-08-03,137.9,91.73,
2006-08-04,396.0,400.0,395.75,396.25,5167,,,396.55,2006-08-04,132.37,134.24,
2006-08-07,393.0,396.0,390.5,394.5,9028,,,395.65,2006-08-07,171.41,192.42,
2006-08-08,384.0,393.5,382.75,392.25,7075,,,393.95,2006-08-08,150.05,172.76,
2006-08-09,388.0,389.25,382.75,384.0,9296,,,391.25,2006-08-09,156.93,107.8,
2006-08-10,386.5,390.5,385.25,388.0,6391,,,389.5,2006-08-10,143.48,129.68,
2006-08-11,373.75,390.25,373.0,386.5,7996,,,385.05,2006-08-11,252.68,271.61,
2006-08-14,374.0,379.0,369.75,373.5,4520,,,381.25,2006-08-14,207.28,205.51,
2006-08-15,376.75,378.5,373.0,373.5,2263,,,379.8,2006-08-15,239.73,223.5,
2006-08-16,371.5,381.5,371.25,376.25,4364,,,376.5,2006-08-16,134.43,131.85,
2006-08-17,363.5,375.0,362.75,371.75,4126,,,371.9,2006-08-17,137.4,114.25,
2006-08-18,364.5,366.5,357.25,363.75,1749,,,370.05,2006-08-18,154.88,131.42,
2006-08-21,365.75,368.0,363.0,364.0,1945,,,368.4,2006-08-21,156.4,180.08,
2006-08-22,359.75,367.0,358.75,365.25,2085,,,365.0,2006-08-22,180.15,214.0,
2006-08-23,366.0,369.25,359.5,359.5,3092,,,363.9,2006-08-23,160.06,162.03,
2006-08-24,375.5,375.5,365.5,365.5,4420,,,366.3,2006-08-24,120.57,130.33,
2006-08-25,378.5,387.75,373.5,374.75,2989,,,369.1,2006-08-25,150.98,130.57,
2006-08-28,384.75,388.5,379.0,379.0,3286,,,372.9,2006-08-28,129.06,87.44,
2006-08-29,380.5,387.0,380.0,384.75,2914,,,377.05,2006-08-29,161.78,185.77,
2006-08-30,397.5,397.0,380.5,381.25,1159,,,383.35,2006-08-30,110.31,134.89,
2006-08-31,404.0,404.25,395.5,398.25,691,,,389.05,2006-08-31,100.82,114.97,
2006-09-01,401.25,403.25,397.5,401.5,710,,,393.6,2006-09-01,159.05,162.78,
2006-09-05,404.0,408.0,406.0,406.0,253,,,397.45,2006-09-05,173.75,169.6,
2006-09-06,399.0,399.25,399.25,399.25,304,,,401.15,2006-09-06,134.21,106.53,
2006-09-07,403.5,403.5,403.5,403.5,159,,,402.35,2006-09-07,81.12,62.96,
2006-09-08,400.0,402.0,401.0,401.0,58,,,401.55,2006-09-08,149.08,158.68,
2006-09-11,398.0,396.5,396.5,396.5,30,,,400.9,2006-09-11,140.72,120.17,
2006-09-12,388.75,395.0,395.0,395.0,1,,,397.85,2006-09-12,120.99,97.89,
2006-09-13,381.5,389.0,389.0,389.0,1,,,394.35,2006-09-13,108.21,109.98,
2006-09-14,377.0,377.0,377.0,377.0,11666,,,389.05,2006-09-14,119.7,124.99,
2006-09-15,392.5,398.0,387.5,391.25,10062,,,387.55,2006-09-15,97.17,83.25,
2006-09-18,395.5,398.5,392.25,395.25,15011,,,387.05,2006-09-18,111.98,84.11,
2006-09-19,409.0,411.5,395.75,395.75,19346,,,391.1,2006-09-19,155.81,165.84,
2006-09-20,407.75,413.5,406.25,410.0,15165,,,396.35,2006-09-20,124.62,159.05,
2006-09-21,421.5,422.25,407.5,408.5,10091,,,405.25,2006-09-21,112.56,89.14,
2006-09-22,419.0,421.5,417.5,420.75,14654,,,410.55,2006-09-22,105.72,126.98,
2006-09-25,413.75,419.75,411.25,418.0,11954,,,414.2,2006-09-25,76.28,78.53,
2006-09-26,423.0,426.5,414.0,414.0,15900,,,417.0,2006-09-26,115.89,139.2,
2006-09-27,424.25,430.75,419.25,423.75,34628,,,420.3,2006-09-27,81.9,80.72,
2006-09-28,445.5,447.5,424.5,424.75,29239,,,425.1,2006-09-28,117.82,141.26,
2006-09-29,443.0,452.75,442.0,445.5,21181,,,429.9,2006-09-29,114.73,102.74,
2006-10-02,446.0,458.5,443.5,445.0,6457,,,436.35,2006-10-02,108.42,105.7,
2006-10-03,439.5,447.5,435.25,446.25,23505,,,439.65,2006-10-03,113.0,102.02,
2006-10-04,465.0,471.0,440.25,441.5,31322,,,447.8,2006-10-04,130.08,176.09,
2006-10-05,464.0,486.25,463.5,464.0,19246,,,451.5,2006-10-05,122.69,137.5,
2006-10-06,464.0,476.75,458.5,465.5,16053,,,455.7,2006-10-06,110.72,124.41,
2006-10-09,494.0,497.25,466.25,467.25,34511,,,465.3,2006-10-09,99.06,112.03,
2006-10-10,501.0,524.0,493.25,524.0,16938,,,477.6,2006-10-10,251.71,379.55,
2006-10-11,531.0,531.0,500.5,501.0,31806,,,490.8,2006-10-11,243.3,342.37,
2006-10-12,515.5,551.0,511.5,543.5,18184,,,501.1,2006-10-12,109.0,128.22,
2006-10-13,525.5,538.25,516.5,516.5,13157,,,513.4,2006-10-13,122.36,129.04,
2006-10-16,542.5,538.75,521.5,525.0,17869,,,523.1,2006-10-16,160.47,190.62,
2006-10-17,531.0,555.0,528.75,541.0,13630,,,529.1,2006-10-17,151.89,182.74,
2006-10-18,512.5,531.25,512.25,531.25,12496,,,525.4,2006-10-18,109.31,126.24,
2006-10-19,513.0,528.25,505.5,512.5,11751,,,524.9,2006-10-19,118.4,100.75,
2006-10-20,505.0,523.0,502.5,513.5,14512,,,520.8,2006-10-20,97.68,95.56,
2006-10-23,517.0,521.5,499.0,506.5,12152,,,515.7,2006-10-23,110.42,63.32,
2006-10-24,522.5,527.25,511.5,517.25,16630,,,514.0,2006-10-24,125.92,112.76,
2006-10-25,516.75,540.0,515.25,526.0,13812,,,514.85,2006-10-25,130.08,140.87,
2006-10-26,507.5,517.25,505.25,516.25,16140,,,513.75,2006-10-26,100.3,112.7,
2006-10-27,508.5,522.75,500.25,509.25,15717,,,514.45,2006-10-27,91.04,92.79,
2006-10-30,501.0,513.5,497.25,507.0,23110,,,511.25,2006-10-30,79.78,69.49,
2006-10-31,483.0,503.75,482.75,502.25,19981,,,503.35,2006-10-31,146.34,149.34,
2006-11-01,487.5,494.0,476.5,485.75,19232,,,497.5,2006-11-01,143.61,159.22,
2006-11-02,491.5,509.0,488.0,490.0,11222,,,494.3,2006-11-02,113.77,123.2,
2006-11-03,492.5,493.0,484.75,491.0,11963,,,491.1,2006-11-03,113.83,160.92,
2006-11-06,498.0,501.75,493.5,495.5,19854,,,490.5,2006-11-06,47.64,54.85,
2006-11-07,497.0,501.0,493.25,498.75,27560,,,493.3,2006-11-07,52.32,43.51,
2006-11-08,504.0,518.25,497.5,497.5,25477,,,496.6,2006-11-08,77.04,59.13,
2006-11-09,488.0,508.0,487.0,505.0,23496,,,495.9,2006-11-09,89.81,55.47,
2006-11-10,480.5,491.25,478.25,490.0,18181,,,493.5,2006-11-10,114.9,83.89,
2006-11-13,477.0,487.25,476.5,479.0,23034,,,489.3,2006-11-13,122.42,107.78,
2006-11-14,486.5,492.75,470.5,477.25,16832,,,487.2,2006-11-14,137.76,151.0,
2006-11-15,481.5,497.0,481.25,490.0,12059,,,482.7,2006-11-15,107.25,127.41,
2006-11-16,468.75,485.5,466.25,480.25,5221,,,478.85,2006-11-16,114.13,124.99,
2006-11-17,474.0,474.75,465.0,471.0,5708,,,477.55,2006-11-17,56.63,65.92,
2006-11-20,475.0,486.25,471.75,477.0,7688,,,477.15,2006-11-20,118.44,135.42,
2006-11-21,479.75,480.75,472.0,476.0,5764,,,475.8,2006-11-21,70.41,89.21,
2006-11-22,486.25,498.0,478.0,482.0,5764,,,476.75,2006-11-22,72.22,78.33,
2006-11-23,486.25,486.25,486.25,486.25,1300,,,480.25,2006-11-23,116.91,91.82,
2006-11-24,500.0,501.0,483.0,487.25,3925,,,485.45,2006-11-24,78.2,72.83,
2006-11-27,490.25,508.0,485.75,501.25,3088,,,488.5,2006-11-27,103.98,67.94,
2006-11-28,487.25,493.75,480.5,493.75,4577,,,490.0,2006-11-28,77.74,67.46,
2006-11-29,490.5,492.25,479.0,487.0,2399,,,490.85,2006-11-29,97.79,86.4,
2006-11-30,502.0,505.25,491.0,491.5,2028,,,494.0,2006-11-30,78.8,56.17,
2006-12-01,500.0,507.0,497.5,507.0,1381,,,494.0,2006-12-01,96.57,107.07,
2006-12-04,499.5,500.25,491.5,499.0,918,,,495.85,2006-12-04,86.98,90.41,
2006-12-05,498.0,498.5,493.25,498.0,631,,,498.0,2006-12-05,150.87,169.09,
2006-12-06,475.0,495.0,475.0,495.0,216,,,494.9,2006-12-06,85.8,91.73,
2006-12-07,477.5,476.25,469.5,472.0,124,,,490.0,2006-12-07,72.95,80.88,
2006-12-08,469.0,476.0,468.0,476.0,8,,,483.8,2006-12-08,104.24,96.31,
2006-12-11,475.0,471.5,463.5,470.25,40,,,478.9,2006-12-11,81.17,77.14,
2006-12-12,465.0,477.25,467.75,474.5,7,,,472.3,2006-12-12,93.54,112.65,
2006-12-13,472.5,466.5,464.75,465.0,9,,,471.8,2006-12-13,126.17,165.9,
2006-12-14,477.0,476.25,472.5,472.5,9926,,,471.7,2006-12-14,74.16,59.38,
2006-12-15,494.25,495.0,486.0,491.75,11464,,,476.75,2006-12-15,80.49,82.38,
2006-12-18,487.5,494.75,481.5,494.5,12128,,,479.25,2006-12-18,83.86,76.07,
2006-12-19,492.0,494.5,482.25,487.5,9595,,,484.65,2006-12-19,136.38,173.09,
2006-12-20,493.75,495.0,486.75,492.75,16960,,,488.9,2006-12-20,91.75,99.97,
2006-12-21,503.25,504.25,493.0,494.0,14086,,,494.15,2006-12-21,93.31,113.8,
2006-12-22,514.0,514.5,502.25,504.25,9649,,,498.1,2006-12-22,81.21,95.66,
2006-12-26,516.75,521.25,513.0,516.0,9590,,,503.95,2006-12-26,125.63,131.95,
2006-12-27,507.0,518.0,506.75,515.75,10026,,,506.95,2006-12-27,73.61,93.62,
2006-12-28,504.25,511.25,502.5,507.5,12316,,,509.05,2006-12-28,102.45,94.66,
2006-12-29,501.0,506.75,494.75,504.0,27006,,,508.6,2006-12-29,92.77,102.85,
2007-01-03,476.5,493.75,476.25,493.0,22414,,,501.1,2007-01-03,76.7,42.52,
2007-01-04,467.5,479.75,464.5,478.0,15557,,,491.25,2007-01-04,85.41,40.58,
2007-01-05,470.25,470.75,462.0,469.0,19820,,,483.9,2007-01-05,88.2,86.93,
2007-01-08,464.0,471.25,455.5,470.0,22266,,,475.85,2007-01-08,106.46,88.53,
2007-01-09,453.0,463.5,453.0,461.0,28888,,,466.25,2007-01-09,106.03,128.24,
2007-01-10,449.5,457.5,447.75,453.0,23174,,,460.85,2007-01-10,153.24,113.87,
2007-01-11,456.5,464.5,450.5,450.5,6913,,,458.65,2007-01-11,101.63,95.93,
2007-01-12,479.5,486.5,457.25,458.75,31960,,,460.5,2007-01-12,160.66,126.31,
2007-01-16,464.0,484.5,463.5,480.0,22819,,,460.5,2007-01-16,81.84,71.01,
2007-01-17,477.0,480.0,462.5,463.75,24322,,,465.3,2007-01-17,128.29,93.0,
2007-01-18,471.0,484.75,466.75,477.0,16383,,,469.6,2007-01-18,127.82,122.12,
2007-01-19,467.0,473.0,464.5,471.0,15765,,,471.7,2007-01-19,66.13,94.98,
2007-01-22,465.0,470.5,464.0,466.0,21969,,,468.8,2007-01-22,116.96,163.14,
2007-01-23,480.25,480.75,465.5,466.0,27608,,,472.05,2007-01-23,113.76,100.16,
2007-01-24,466.0,482.5,463.5,481.5,20165,,,469.85,2007-01-24,110.32,119.01,
2007-01-25,468.75,472.5,461.25,468.25,13409,,,469.4,2007-01-25,110.7,115.06,
2007-01-26,463.5,470.5,462.25,468.75,15215,,,468.7,2007-01-26,79.57,88.22,
2007-01-29,456.5,466.25,455.75,465.0,18326,,,467.0,2007-01-29,60.23,64.81,
2007-01-30,459.5,461.25,453.5,457.5,23804,,,462.85,2007-01-30,109.75,132.75,
2007-01-31,467.5,469.5,459.5,460.5,17325,,,463.15,2007-01-31,96.6,114.02,
2007-02-01,460.25,471.75,459.5,467.5,11784,,,461.45,2007-02-01,77.85,80.36,
2007-02-02,461.25,464.5,455.75,459.5,10452,,,461.0,2007-02-02,139.13,172.31,
2007-02-05,458.5,466.0,458.5,462.75,22120,,,461.4,2007-02-05,77.99,74.11,
2007-02-06,451.0,460.5,450.5,458.5,27512,,,459.7,2007-02-06,88.7,113.47,
2007-02-07,452.0,455.5,449.25,452.5,28877,,,456.6,2007-02-07,126.07,141.53,
2007-02-08,457.0,460.0,451.5,452.75,29226,,,455.95,2007-02-08,76.15,67.84,
2007-02-09,460.25,470.5,457.25,459.0,26323,,,455.75,2007-02-09,95.58,104.32,
2007-02-12,455.75,464.0,454.5,462.5,21288,,,455.2,2007-02-12,101.93,115.02,
2007-02-13,459.0,461.25,455.0,456.0,20044,,,456.8,2007-02-13,95.68,131.69,
2007-02-14,451.0,461.25,448.25,461.0,13023,,,456.6,2007-02-14,122.08,126.2,
2007-02-15,453.25,456.0,447.75,452.0,19918,,,455.85,2007-02-15,111.82,102.28,
2007-02-16,468.0,470.0,451.75,453.5,9040,,,457.4,2007-02-16,96.89,85.61,
2007-02-20,464.5,469.5,462.75,468.25,13933,,,459.15,2007-02-20,128.34,121.14,
2007-02-21,476.0,479.25,462.75,465.5,13169,,,462.55,2007-02-21,101.5,76.73,
2007-02-22,489.5,490.5,476.0,477.0,6468,,,470.25,2007-02-22,84.52,108.82,
2007-02-23,484.25,490.0,483.75,490.0,8703,,,476.45,2007-02-23,126.84,142.26,
2007-02-26,483.0,494.0,482.0,484.75,6178,,,479.45,2007-02-26,103.16,108.02,
2007-02-27,470.25,482.75,454.75,482.0,3670,,,480.6,2007-02-27,89.62,74.52,
2007-02-28,474.5,474.75,465.0,469.75,3947,,,480.3,2007-02-28,125.11,94.13,
2007-03-01,468.0,474.25,455.5,474.25,1973,,,476.0,2007-03-01,99.48,89.43,
2007-03-02,459.5,466.75,459.0,462.0,1157,,,471.05,2007-03-02,127.29,118.16,
2007-03-05,468.0,464.25,453.5,460.75,925,,,468.05,2007-03-05,124.79,113.2,
2007-03-06,459.5,468.5,459.75,468.5,727,,,465.9,2007-03-06,100.38,96.93,
2007-03-07,466.5,466.5,461.75,461.75,118,,,464.3,2007-03-07,135.92,99.88,
2007-03-08,464.0,469.25,463.25,465.5,19,,,463.5,2007-03-08,63.33,50.37,
2007-03-09,465.5,469.0,463.75,463.75,44,,,464.7,2007-03-09,91.28,78.35,
2007-03-12,460.0,465.75,464.0,465.5,44,,,463.1,2007-03-12,58.97,80.76,
2007-03-13,456.0,461.5,455.75,461.5,19,,,462.4,2007-03-13,79.58,66.17,
2007-03-14,446.0,455.0,452.75,455.0,27324,,,458.3,2007-03-14,104.48,122.65,
2007-03-15,455.5,468.0,455.5,463.75,24654,,,456.6,2007-03-15,104.12,141.26,
2007-03-16,460.75,466.5,452.0,455.0,22115,,,455.65,2007-03-16,122.03,138.59,
2007-03-19,455.0,465.0,452.0,462.5,23616,,,454.65,2007-03-19,66.38,49.68,
2007-03-20,462.75,463.75,453.5,456.0,17697,,,456.0,2007-03-20,95.02,136.23,
2007-03-21,465.5,469.75,460.0,465.0,17555,,,459.9,2007-03-21,65.08,81.17,
2007-03-22,467.0,469.25,461.0,466.0,13720,,,462.2,2007-03-22,92.09,70.01,
2007-03-23,461.5,468.75,460.75,468.0,12417,,,462.35,2007-03-23,76.49,53.82,
2007-03-26,458.0,466.0,451.25,462.0,16400,,,462.95,2007-03-26,105.22,114.65,
2007-03-27,454.0,459.75,451.75,458.0,18975,,,461.2,2007-03-27,129.02,134.1,
2007-03-28,456.5,458.75,452.25,455.5,13178,,,459.4,2007-03-28,103.88,100.77,
2007-03-29,461.0,469.0,455.25,457.5,19316,,,458.2,2007-03-29,102.86,120.75,
2007-03-30,438.0,466.0,432.25,461.25,39006,,,453.5,2007-03-30,93.81,107.26,
2007-04-02,428.0,437.75,412.0,433.75,50289,,,447.5,2007-04-02,82.9,101.91,
2007-04-03,419.0,431.75,419.5,428.0,28313,,,440.5,2007-04-03,104.33,92.18,
2007-04-04,431.25,437.25,420.5,420.5,28581,,,435.45,2007-04-04,62.94,71.62,
2007-04-05,445.0,450.0,432.0,433.5,24727,,,432.25,2007-04-05,96.19,104.98,
2007-04-09,447.5,474.5,441.75,455.0,46082,,,434.15,2007-04-09,65.6,68.18,
2007-04-10,457.75,464.0,448.0,448.25,29983,,,440.1,2007-04-10,81.49,94.27,
2007-04-11,456.25,464.25,456.0,459.5,36546,,,447.55,2007-04-11,96.6,103.65,
2007-04-12,458.0,463.0,448.75,455.5,32306,,,452.9,2007-04-12,86.15,92.43,
2007-04-13,478.5,485.5,459.75,461.75,41485,,,459.6,2007-04-13,80.65,89.42,
2007-04-16,475.25,480.0,471.5,475.75,18450,,,465.15,2007-04-16,114.48,110.55,
2007-04-17,477.5,489.75,474.5,482.25,15475,,,469.1,2007-04-17,88.64,70.98,
2007-04-18,474.5,485.0,475.0,475.0,6949,,,472.75,2007-04-18,63.76,75.74,
2007-04-19,496.0,495.75,474.75,476.0,11972,,,480.35,2007-04-19,62.2,44.97,
2007-04-20,502.0,514.0,490.25,496.0,14335,,,485.05,2007-04-20,99.76,107.35,
2007-04-23,494.0,504.0,490.25,503.0,9747,,,488.8,2007-04-23,48.24,26.74,
2007-04-24,483.5,492.25,479.5,492.25,4203,,,490.0,2007-04-24,70.28,69.06,
2007-04-25,506.25,513.5,485.5,485.5,5436,,,496.35,2007-04-25,119.01,65.98,
2007-04-26,507.0,519.75,503.5,509.0,6565,,,498.55,2007-04-26,64.66,48.88,
2007-04-27,500.5,506.25,492.5,504.75,5752,,,498.25,2007-04-27,87.09,72.42,
2007-04-30,485.5,497.75,482.25,486.0,3988,,,496.55,2007-04-30,112.43,33.39,
2007-05-01,488.5,488.0,468.5,480.5,1938,,,497.55,2007-05-01,140.07,75.71,
2007-05-02,479.5,484.5,477.25,483.0,1424,,,492.2,2007-05-02,72.09,62.8,
2007-05-03,481.0,483.75,479.0,479.0,1191,,,487.0,2007-05-03,57.91,67.42,
2007-05-04,482.0,481.5,476.0,476.0,611,,,483.3,2007-05-04,88.0,62.72,
2007-05-07,482.0,484.5,474.0,482.25,461,,,482.6,2007-05-07,75.0,48.51,
2007-05-08,469.0,478.0,468.0,478.0,209,,,478.7,2007-05-08,75.98,94.77,
2007-05-09,471.0,473.25,472.5,473.25,140,,,477.0,2007-05-09,108.61,124.18,
2007-05-10,473.0,474.0,470.25,470.25,64,,,475.4,2007-05-10,109.9,104.44,
2007-05-11,483.0,474.75,469.75,469.75,24,,,475.6,2007-05-11,100.76,78.55,
2007-05-14,489.0,493.0,489.0,493.0,22512,,,477.0,2007-05-14,99.3,79.27,
2007-05-15,502.0,507.5,488.25,494.25,26310,,,483.6,2007-05-15,92.66,77.05,
2007-05-16,496.75,504.25,495.0,502.75,18396,,,488.75,2007-05-16,105.69,82.39,
2007-05-17,485.5,498.75,483.25,496.75,22656,,,491.25,2007-05-17,93.87,110.78,
2007-05-18,471.25,490.25,470.75,489.0,25313,,,488.9,2007-05-18,124.65,119.2,
2007-05-21,479.5,480.75,468.5,471.25,23270,,,487.0,2007-05-21,82.52,45.75,
2007-05-22,471.0,478.25,468.25,478.0,21306,,,480.8,2007-05-22,91.92,52.91,
2007-05-23,476.5,478.75,471.0,471.25,13233,,,476.75,2007-05-23,115.04,61.9,
2007-05-24,491.0,493.25,475.75,476.75,26366,,,477.85,2007-05-24,104.38,91.9,
2007-05-25,501.0,502.5,489.25,492.0,18984,,,483.8,2007-05-25,125.07,134.91,
2007-05-29,491.0,502.5,488.5,499.25,27560,,,486.1,2007-05-29,87.06,96.53,
2007-05-30,510.75,512.75,490.5,492.25,31655,,,494.05,2007-05-30,159.36,186.08,
2007-05-31,517.0,523.75,507.75,511.0,38197,,,502.15,2007-05-31,111.73,85.37,
2007-06-01,520.75,530.25,515.25,517.5,40226,,,508.1,2007-06-01,111.09,151.16,
2007-06-04,520.25,530.75,519.0,523.25,30437,,,511.95,2007-06-04,176.07,190.67,
2007-06-05,527.25,535.75,520.25,521.5,40572,,,519.2,2007-06-05,123.09,114.39,
2007-06-06,519.75,531.5,515.75,527.75,29194,,,521.0,2007-06-06,127.91,125.45,
2007-06-07,524.5,528.75,514.5,519.0,34157,,,522.5,2007-06-07,123.13,109.88,
2007-06-08,527.5,530.75,516.25,524.25,32577,,,523.85,2007-06-08,119.37,134.0,
2007-06-11,556.0,557.5,533.5,535.25,47832,,,531.0,2007-06-11,84.12,79.94,
2007-06-12,565.0,576.0,552.75,554.75,54324,,,538.55,2007-06-12,109.48,99.84,
2007-06-13,589.5,595.0,560.5,565.5,52514,,,552.5,2007-06-13,116.84,99.78,
2007-06-14,606.5,619.25,589.25,590.75,68004,,,568.9,2007-06-14,106.19,73.58,
2007-06-15,606.5,612.75,603.0,605.25,34638,,,584.7,2007-06-15,93.22,82.69,
2007-06-18,601.0,611.5,595.75,608.0,25911,,,593.7,2007-06-18,143.53,125.63,
2007-06-19,581.0,605.0,578.25,605.0,34562,,,596.9,2007-06-19,123.07,96.65,
2007-06-20,605.0,611.0,582.0,582.0,28835,,,600.0,2007-06-20,121.96,71.26,
2007-06-21,606.0,618.0,592.25,606.25,18421,,,599.9,2007-06-21,75.82,72.74,
2007-06-22,592.25,607.75,586.0,603.75,12626,,,597.05,2007-06-22,69.58,35.22,
2007-06-25,589.5,596.0,584.5,592.75,14613,,,594.75,2007-06-25,76.66,53.68,
2007-06-26,608.5,618.0,585.0,589.25,11900,,,600.25,2007-06-26,75.52,62.8,
2007-06-27,606.0,624.0,597.0,609.25,13462,,,600.45,2007-06-27,91.4,99.59,
2007-06-28,609.0,616.0,602.75,607.5,11175,,,601.05,2007-06-28,59.1,39.31,
2007-06-29,582.0,633.75,580.5,609.0,4302,,,599.0,2007-06-29,114.13,68.13,
2007-07-02,569.5,594.25,564.0,583.25,1669,,,595.0,2007-07-02,153.72,140.6,
2007-07-03,571.5,575.0,562.5,570.0,2038,,,587.6,2007-07-03,153.22,145.61,
2007-07-05,591.0,594.0,579.5,580.0,1218,,,584.6,2007-07-05,144.6,142.1,
2007-07-06,600.5,600.0,589.0,592.0,641,,,582.9,2007-07-06,121.86,80.0,
2007-07-09,588.5,601.75,589.0,601.75,569,,,584.2,2007-07-09,152.3,154.79,
2007-07-10,592.0,601.0,591.25,591.25,319,,,588.7,2007-07-10,133.91,146.52,
2007-07-11,611.0,614.0,595.25,595.25,348,,,596.6,2007-07-11,116.34,91.37,
2007-07-12,611.5,617.5,602.75,617.5,295,,,600.7,2007-07-12,98.02,86.3,
2007-07-13,614.0,616.0,608.5,611.5,20268,,,603.4,2007-07-13,150.71,158.57,
2007-07-16,601.75,614.5,599.5,611.75,30539,,,606.05,2007-07-16,176.56,181.77,
2007-07-17,601.25,619.0,600.5,602.25,44374,,,607.9,2007-07-17,113.13,82.31,
2007-07-18,623.5,627.5,599.25,603.0,34158,,,610.4,2007-07-18,154.23,144.97,
2007-07-19,620.0,638.5,616.0,624.25,47495,,,612.1,2007-07-19,82.13,86.0,
2007-07-20,616.25,630.25,613.25,619.75,24598,,,612.55,2007-07-20,89.44,100.94,
2007-07-23,620.25,622.5,611.0,616.25,31867,,,616.25,2007-07-23,128.36,137.73,
2007-07-24,642.0,648.0,622.0,622.75,36063,,,624.4,2007-07-24,82.63,83.65,
2007-07-25,634.0,643.25,630.25,640.5,24596,,,626.5,2007-07-25,91.58,105.03,
2007-07-26,651.0,664.0,634.0,635.0,63702,,,632.7,2007-07-26,124.33,123.08,
2007-07-27,653.25,656.5,643.5,651.0,28608,,,640.1,2007-07-27,108.05,97.55,
2007-07-30,637.5,655.25,632.0,654.5,29358,,,643.55,2007-07-30,97.77,78.05,
2007-07-31,630.0,640.5,626.0,639.0,33476,,,641.15,2007-07-31,129.9,130.76,
2007-08-01,636.0,637.25,620.0,630.25,34276,,,641.55,2007-08-01,124.14,108.66,
2007-08-02,641.75,651.75,638.0,638.0,32048,,,639.7,2007-08-02,95.07,88.93,
2007-08-03,650.0,651.25,643.5,643.5,15480,,,639.05,2007-08-03,122.34,114.77,
2007-08-06,664.0,665.75,641.25,647.0,47983,,,644.35,2007-08-06,104.24,89.89,
2007-08-07,662.5,670.75,658.25,664.5,42035,,,650.85,2007-08-07,127.12,118.14,
2007-08-08,679.0,681.75,661.0,661.5,37564,,,659.45,2007-08-08,92.29,98.67,
2007-08-09,673.5,696.5,673.75,678.5,49367,,,665.8,2007-08-09,75.63,70.43,
2007-08-10,667.0,680.5,661.75,672.0,44877,,,669.2,2007-08-10,102.69,71.62,
2007-08-13,666.5,677.0,660.25,673.0,38738,,,669.7,2007-08-13,84.72,91.58,
2007-08-14,692.5,693.5,667.25,669.25,33095,,,675.7,2007-08-14,66.85,61.76,
2007-08-15,678.5,702.75,678.0,692.0,26644,,,675.6,2007-08-15,109.51,108.13,
2007-08-16,673.0,682.75,654.75,678.5,19925,,,675.5,2007-08-16,106.0,93.04,
2007-08-17,672.0,678.0,660.5,674.25,9510,,,676.5,2007-08-17,82.18,63.08,
2007-08-20,675.0,676.5,663.5,670.0,11258,,,678.2,2007-08-20,111.35,99.2,
2007-08-21,691.5,693.25,675.0,675.0,10955,,,678.0,2007-08-21,60.49,47.34,
